gta06_hhld,age,total,Mode
5206,56,160,Auto passenger
5207,33,35,Auto passenger
5207,45,55,Auto passenger
5207,50,71,Auto passenger
5207,54,63,Auto passenger
5207,57,30,Auto passenger
5207,61,79,Auto passenger
5207,64,128,Auto passenger
5207,65,154,Auto passenger
5207,68,17,Auto passenger
5207,70,34,Auto passenger
5207,76,67,Auto passenger
5207,77,42,Auto passenger
5208,13,45,Auto passenger
5208,17,253,Auto passenger
5208,23,24,Auto passenger
5208,25,88,Auto passenger
5208,27,58,Auto passenger
5208,33,115,Auto passenger
5208,36,36,Auto passenger
5208,47,326,Auto passenger
5208,51,337,Auto passenger
5208,57,133,Auto passenger
5208,73,57,Auto passenger
5208,79,46,Auto passenger
5208,80,181,Auto passenger
5208,81,29,Auto passenger
5210,62,36,Auto passenger
5210,66,98,Auto passenger
5212,20,94,Auto passenger
5212,21,96,Auto passenger
5212,33,32,Auto passenger
5212,59,96,Auto passenger
5212,65,76,Auto passenger
5214,50,53,Auto passenger
5215,79,53,Auto passenger
5216,13,283,Auto passenger
5216,16,103,Auto passenger
5216,17,83,Auto passenger
5216,36,35,Auto passenger
5216,50,66,Auto passenger
5216,51,52,Auto passenger
5216,54,49,Auto passenger
5216,56,38,Auto passenger
5216,67,171,Auto passenger
5216,70,74,Auto passenger
5216,71,31,Auto passenger
5216,81,37,Auto passenger
5216,85,24,Auto passenger
5219,12,57,Auto passenger
5219,14,114,Auto passenger
5219,24,44,Auto passenger
5219,42,114,Auto passenger
5219,54,11,Auto passenger
5219,61,29,Auto passenger
5219,66,74,Auto passenger
5219,69,39,Auto passenger
5219,71,29,Auto passenger
5219,72,39,Auto passenger
5219,73,74,Auto passenger
5219,74,26,Auto passenger
5219,76,25,Auto passenger
5219,78,25,Auto passenger
5223,13,123,Auto passenger
5223,40,73,Auto passenger
5223,56,25,Auto passenger
5223,58,29,Auto passenger
5223,59,43,Auto passenger
5223,64,82,Auto passenger
5223,74,25,Auto passenger
5223,90,29,Auto passenger
5224,11,100,Auto passenger
5224,13,32,Auto passenger
5224,38,15,Auto passenger
5224,48,29,Auto passenger
5224,65,31,Auto passenger
5224,66,39,Auto passenger
5225,15,46,Auto passenger
5225,74,26,Auto passenger
5225,78,25,Auto passenger
5225,80,37,Auto passenger
5226,11,205,Auto passenger
5226,12,61,Auto passenger
5226,14,153,Auto passenger
5226,16,131,Auto passenger
5226,27,51,Auto passenger
5226,45,49,Auto passenger
5226,47,97,Auto passenger
5226,58,50,Auto passenger
5226,60,25,Auto passenger
5226,64,27,Auto passenger
5226,78,19,Auto passenger
5226,82,19,Auto passenger
5227,74,16,Auto passenger
5229,28,90,Auto passenger
5229,37,234,Auto passenger
5229,38,204,Auto passenger
5229,40,136,Auto passenger
5229,65,27,Auto passenger
5230,11,47,Auto passenger
5230,12,86,Auto passenger
5230,15,86,Auto passenger
5230,16,145,Auto passenger
5230,21,51,Auto passenger
5230,24,129,Auto passenger
5230,27,80,Auto passenger
5230,31,36,Auto passenger
5230,40,53,Auto passenger
5230,64,33,Auto passenger
5230,70,20,Auto passenger
5230,74,52,Auto passenger
5230,82,23,Auto passenger
5231,12,67,Auto passenger
5231,13,67,Auto passenger
5231,16,77,Auto passenger
5231,29,40,Auto passenger
5231,38,103,Auto passenger
5231,58,59,Auto passenger
5231,59,88,Auto passenger
5231,61,27,Auto passenger
5231,64,39,Auto passenger
5231,79,60,Auto passenger
5231,82,34,Auto passenger
5231,87,45,Auto passenger
5231,88,45,Auto passenger
5232,12,167,Auto passenger
5232,14,292,Auto passenger
5232,16,394,Auto passenger
5232,17,158,Auto passenger
5232,31,66,Auto passenger
5232,45,45,Auto passenger
5232,50,108,Auto passenger
5232,53,26,Auto passenger
5232,54,40,Auto passenger
5232,63,28,Auto passenger
5232,64,31,Auto passenger
5232,65,195,Auto passenger
5232,66,27,Auto passenger
5232,73,46,Auto passenger
5232,85,17,Auto passenger
5233,11,39,Auto passenger
5233,12,37,Auto passenger
5233,14,87,Auto passenger
5233,15,97,Auto passenger
5233,16,175,Auto passenger
5233,18,100,Auto passenger
5233,21,100,Auto passenger
5233,48,97,Auto passenger
5233,68,27,Auto passenger
5233,69,41,Auto passenger
5233,76,18,Auto passenger
5233,78,32,Auto passenger
5234,12,203,Auto passenger
5234,13,203,Auto passenger
5234,44,51,Auto passenger
5235,12,84,Auto passenger
5235,14,84,Auto passenger
5236,13,200,Auto passenger
5236,16,154,Auto passenger
5236,17,154,Auto passenger
5236,18,100,Auto passenger
5236,49,154,Auto passenger
5236,65,51,Auto passenger
5237,11,98,Auto passenger
5237,12,202,Auto passenger
5237,13,98,Auto passenger
5237,22,91,Auto passenger
5237,23,120,Auto passenger
5237,35,44,Auto passenger
5237,44,64,Auto passenger
5237,56,20,Auto passenger
5237,59,64,Auto passenger
5237,68,58,Auto passenger
5237,70,29,Auto passenger
5237,72,45,Auto passenger
5237,77,25,Auto passenger
5237,83,22,Auto passenger
5237,99,184,Auto passenger
5238,11,131,Auto passenger
5238,12,211,Auto passenger
5238,15,69,Auto passenger
5238,19,63,Auto passenger
5238,20,100,Auto passenger
5238,54,65,Auto passenger
5238,58,64,Auto passenger
5238,59,65,Auto passenger
5238,66,40,Auto passenger
5238,68,43,Auto passenger
5238,72,106,Auto passenger
5238,73,37,Auto passenger
5238,74,22,Auto passenger
5239,15,266,Auto passenger
5239,16,226,Auto passenger
5239,24,130,Auto passenger
5239,26,355,Auto passenger
5239,67,46,Auto passenger
5239,70,46,Auto passenger
5239,86,226,Auto passenger
5239,92,97,Auto passenger
5240,14,14,Auto passenger
5240,16,14,Auto passenger
5240,50,34,Auto passenger
5240,98,104,Auto passenger
5241,14,169,Auto passenger
5241,16,57,Auto passenger
5241,19,29,Auto passenger
5241,21,203,Auto passenger
5241,24,91,Auto passenger
5241,26,115,Auto passenger
5241,28,169,Auto passenger
5241,29,126,Auto passenger
5241,42,169,Auto passenger
5241,47,92,Auto passenger
5241,62,155,Auto passenger
5241,64,49,Auto passenger
5241,65,47,Auto passenger
5241,66,145,Auto passenger
5241,67,124,Auto passenger
5241,73,52,Auto passenger
5241,74,43,Auto passenger
5241,75,73,Auto passenger
5241,80,38,Auto passenger
5242,85,46,Auto passenger
5243,15,77,Auto passenger
5243,48,230,Auto passenger
5244,12,86,Auto passenger
5244,42,138,Auto passenger
5244,43,81,Auto passenger
5244,47,50,Auto passenger
5244,56,90,Auto passenger
5244,63,140,Auto passenger
5244,75,81,Auto passenger
5245,11,113,Auto passenger
5245,28,126,Auto passenger
5245,35,73,Auto passenger
5245,79,57,Auto passenger
5246,14,164,Auto passenger
5246,17,196,Auto passenger
5246,58,232,Auto passenger
5246,59,19,Auto passenger
5246,64,38,Auto passenger
5246,78,55,Auto passenger
5247,11,56,Auto passenger
5247,13,56,Auto passenger
5247,23,36,Auto passenger
5247,32,49,Auto passenger
5247,55,49,Auto passenger
5247,63,43,Auto passenger
5247,73,16,Auto passenger
5247,76,22,Auto passenger
5247,92,33,Auto passenger
5247,98,18,Auto passenger
5248,11,58,Auto passenger
5248,13,26,Auto passenger
5248,15,148,Auto passenger
5248,16,125,Auto passenger
5248,18,49,Auto passenger
5248,26,176,Auto passenger
5248,28,176,Auto passenger
5248,38,51,Auto passenger
5248,53,35,Auto passenger
5248,54,35,Auto passenger
5248,60,31,Auto passenger
5248,67,30,Auto passenger
5248,77,25,Auto passenger
5248,82,25,Auto passenger
5248,93,27,Auto passenger
5249,58,19,Auto passenger
5250,11,24,Auto passenger
5250,17,196,Auto passenger
5250,18,73,Auto passenger
5250,22,86,Auto passenger
5250,68,24,Auto passenger
5251,74,26,Auto passenger
5252,17,96,Auto passenger
5252,58,60,Auto passenger
5252,76,69,Auto passenger
5252,78,27,Auto passenger
5252,84,103,Auto passenger
5002,11,37,School bus
5002,16,37,School bus
5005,12,153,School bus
5005,14,142,School bus
5005,15,80,School bus
5005,16,94,School bus
5009,16,86,School bus
5012,16,124,School bus
5020,12,40,School bus
5020,13,61,School bus
5020,15,88,School bus
5020,16,81,School bus
5028,14,75,School bus
5030,14,112,School bus
5030,15,161,School bus
5030,17,43,School bus
5032,11,180,School bus
5032,13,67,School bus
5032,16,217,School bus
5036,12,12,School bus
5036,16,12,School bus
5037,16,167,School bus
5041,11,36,School bus
5041,12,36,School bus
5041,13,70,School bus
5041,14,83,School bus
5041,15,130,School bus
5041,16,216,School bus
5044,12,65,School bus
5045,16,75,School bus
5046,11,121,School bus
5046,12,37,School bus
5046,15,120,School bus
5047,11,32,School bus
5047,13,63,School bus
5047,14,16,School bus
5049,15,261,School bus
5050,16,117,School bus
5051,13,168,School bus
5051,16,51,School bus
5052,17,44,School bus
5053,15,79,School bus
5053,17,79,School bus
5053,18,79,School bus
5054,11,28,School bus
5055,14,171,School bus
5055,17,86,School bus
5056,11,92,School bus
5056,12,196,School bus
5056,14,64,School bus
5056,15,72,School bus
5056,16,210,School bus
5057,17,94,School bus
5058,11,15,School bus
5058,12,73,School bus
5058,15,73,School bus
5059,11,139,School bus
5059,13,139,School bus
5059,16,195,School bus
5061,11,200,School bus
5061,13,223,School bus
5061,14,150,School bus
5061,15,181,School bus
5061,17,37,School bus
5063,12,98,School bus
5063,13,85,School bus
5065,11,39,School bus
5065,12,83,School bus
5065,13,39,School bus
5065,14,83,School bus
5065,17,146,School bus
5067,14,106,School bus
5068,15,52,School bus
5069,17,404,School bus
5071,12,111,School bus
5071,14,80,School bus
5071,15,115,School bus
5071,18,94,School bus
5073,11,325,School bus
5073,12,265,School bus
5073,13,209,School bus
5073,14,206,School bus
5073,15,403,School bus
5073,17,75,School bus
5075,12,49,School bus
5075,13,41,School bus
5075,14,40,School bus
5076,12,46,School bus
5076,15,19,School bus
5076,16,70,School bus
5077,11,54,School bus
5077,15,54,School bus
5078,12,82,School bus
5078,13,166,School bus
5079,61,87,School bus
5080,11,17,School bus
5081,17,16,School bus
5082,15,50,School bus
5082,17,50,School bus
5084,12,187,School bus
5084,17,35,School bus
5086,11,64,School bus
5086,16,32,School bus
5088,14,63,School bus
5089,14,51,School bus
5089,15,261,School bus
5089,16,167,School bus
5090,15,15,School bus
5091,20,205,School bus
5092,13,34,School bus
5093,11,67,School bus
5093,13,18,School bus
5093,14,110,School bus
5094,12,157,School bus
5094,13,154,School bus
5094,14,104,School bus
5094,15,55,School bus
5094,16,254,School bus
5096,15,90,School bus
5096,16,87,School bus
5097,13,181,School bus
5097,15,181,School bus
5098,11,246,School bus
5098,12,246,School bus
5100,11,129,School bus
5100,12,45,School bus
5100,13,51,School bus
5100,14,44,School bus
5100,15,108,School bus
5100,16,34,School bus
5100,17,45,School bus
5105,13,59,School bus
5105,17,117,School bus
5106,11,121,School bus
5106,13,121,School bus
5106,20,131,School bus
5109,14,83,School bus
5109,15,57,School bus
5111,17,161,School bus
5118,12,42,School bus
5118,15,42,School bus
5118,16,42,School bus
5118,17,113,School bus
5121,11,220,School bus
5121,14,220,School bus
5121,16,90,School bus
5122,14,169,School bus
5122,15,84,School bus
5123,14,46,School bus
5123,15,272,School bus
5123,16,236,School bus
5125,14,66,School bus
5126,12,97,School bus
5127,15,161,School bus
5131,16,21,School bus
5132,14,60,School bus
5133,12,105,School bus
5133,17,165,School bus
5135,15,74,School bus
5137,12,16,School bus
5137,14,35,School bus
5139,17,44,School bus
5140,13,115,School bus
5141,14,110,School bus
5141,16,176,School bus
5148,11,34,School bus
5148,12,201,School bus
5157,12,191,School bus
5166,11,116,School bus
5168,12,178,School bus
5170,13,144,School bus
5175,11,102,School bus
5176,12,79,School bus
5176,16,79,School bus
5176,19,79,School bus
5177,11,43,School bus
5177,12,91,School bus
5177,14,99,School bus
5177,16,57,School bus
5177,17,52,School bus
5177,63,85,School bus
5178,12,69,School bus
5178,17,59,School bus
5179,15,143,School bus
5180,32,30,School bus
5181,13,208,School bus
5191,11,149,School bus
5191,12,88,School bus
5191,14,149,School bus
5196,14,39,School bus
5196,15,39,School bus
5201,11,132,School bus
5202,13,63,School bus
5203,11,14,School bus
5203,13,67,School bus
5203,14,45,School bus
5205,11,30,School bus
5207,11,71,School bus
5212,13,64,School bus
5216,11,245,School bus
5216,13,142,School bus
5216,14,103,School bus
5216,15,103,School bus
5216,16,257,School bus
5216,17,148,School bus
5219,12,57,School bus
5219,14,57,School bus
5223,11,73,School bus
5223,12,313,School bus
5223,15,53,School bus
5224,11,100,School bus
5224,13,32,School bus
5224,14,19,School bus
5226,11,114,School bus
5226,12,61,School bus
5226,13,102,School bus
5226,14,255,School bus
5226,15,259,School bus
5226,16,213,School bus
5229,14,151,School bus
5229,16,53,School bus
5229,17,98,School bus
5230,11,47,School bus
5230,12,144,School bus
5230,14,66,School bus
5230,15,86,School bus
5230,16,199,School bus
5230,17,66,School bus
5231,15,77,School bus
5231,16,231,School bus
5232,12,63,School bus
5232,14,105,School bus
5233,14,39,School bus
5233,15,49,School bus
5233,17,142,School bus
5233,54,97,School bus
5234,12,41,School bus
5235,14,84,School bus
5237,11,33,School bus
5237,12,202,School bus
5237,13,33,School bus
5238,11,131,School bus
5238,12,177,School bus
5238,13,40,School bus
5238,15,68,School bus
5239,15,188,School bus
5239,17,259,School bus
5240,14,14,School bus
5240,16,14,School bus
5241,12,129,School bus
5241,16,28,School bus
5241,17,91,School bus
5242,16,126,School bus
5243,15,77,School bus
5244,12,106,School bus
5244,14,77,School bus
5245,11,113,School bus
5245,12,78,School bus
5246,14,55,School bus
5246,17,92,School bus
5247,11,56,School bus
5247,13,56,School bus
5248,11,39,School bus
5248,12,101,School bus
5248,13,82,School bus
5248,15,94,School bus
5250,15,40,School bus
5250,17,73,School bus
5252,17,96,School bus
5087,64,57,Taxi passenger
5092,68,54,Taxi passenger
5092,70,54,Taxi passenger
5092,73,54,Taxi passenger
5093,46,12,Taxi passenger
5094,41,101,Taxi passenger
5094,95,30,Taxi passenger
5095,86,40,Taxi passenger
5102,71,31,Taxi passenger
5104,24,80,Taxi passenger
5104,82,80,Taxi passenger
5110,82,41,Taxi passenger
5111,73,17,Taxi passenger
5111,74,17,Taxi passenger
5114,82,32,Taxi passenger
5125,52,62,Taxi passenger
5129,85,35,Taxi passenger
5131,19,21,Taxi passenger
5141,29,7,Taxi passenger
5148,14,72,Taxi passenger
5148,42,53,Taxi passenger
5148,81,29,Taxi passenger
5155,53,43,Taxi passenger
5156,86,18,Taxi passenger
5158,38,134,Taxi passenger
5159,86,34,Taxi passenger
5162,66,38,Taxi passenger
5163,71,30,Taxi passenger
5164,15,46,Taxi passenger
5164,41,50,Taxi passenger
5164,65,29,Taxi passenger
5164,73,46,Taxi passenger
5164,77,10,Taxi passenger
5166,21,113,Taxi passenger
5166,79,11,Taxi passenger
5167,50,53,Taxi passenger
5171,46,41,Taxi passenger
5171,62,16,Taxi passenger
5173,61,115,Taxi passenger
5176,21,124,Taxi passenger
5179,25,52,Taxi passenger
5179,34,103,Taxi passenger
5180,31,41,Taxi passenger
5186,16,100,Taxi passenger
5196,86,47,Taxi passenger
5200,42,22,Taxi passenger
5206,87,29,Taxi passenger
5206,96,29,Taxi passenger
5216,58,38,Taxi passenger
5226,66,14,Taxi passenger
5231,68,15,Taxi passenger
5236,47,22,Taxi passenger
5237,81,49,Taxi passenger
5238,50,36,Taxi passenger
5005,16,47,Paid rideshare
5005,58,94,Paid rideshare
5074,50,49,Paid rideshare
5100,59,113,Paid rideshare
5132,35,43,Paid rideshare
5149,61,29,Paid rideshare
5159,30,69,Paid rideshare
5166,21,113,Paid rideshare
5166,22,73,Paid rideshare
5171,29,123,Paid rideshare
5175,20,34,Paid rideshare
5183,39,220,Paid rideshare
5183,40,55,Paid rideshare
5183,63,58,Paid rideshare
5191,35,70,Paid rideshare
5192,25,33,Paid rideshare
5199,24,268,Paid rideshare
5230,21,40,Paid rideshare
5231,29,81,Paid rideshare
5002,11,37,Walk
5005,12,100,Walk
5005,58,47,Walk
5009,12,191,Walk
5009,35,136,Walk
5020,12,94,Walk
5020,65,33,Walk
5032,12,166,Walk
5032,13,134,Walk
5032,15,166,Walk
5032,17,285,Walk
5032,38,37,Walk
5032,40,134,Walk
5041,12,136,Walk
5041,14,50,Walk
5041,15,93,Walk
5041,18,30,Walk
5044,12,71,Walk
5044,20,135,Walk
5044,70,142,Walk
5045,12,71,Walk
5045,14,71,Walk
5045,15,71,Walk
5045,25,41,Walk
5045,27,26,Walk
5046,11,51,Walk
5046,13,90,Walk
5046,14,33,Walk
5046,15,156,Walk
5046,16,90,Walk
5046,17,146,Walk
5046,21,75,Walk
5046,58,30,Walk
5047,15,32,Walk
5050,13,155,Walk
5050,14,186,Walk
5050,15,136,Walk
5050,16,100,Walk
5050,17,157,Walk
5050,35,369,Walk
5051,11,204,Walk
5051,13,227,Walk
5051,14,51,Walk
5051,15,101,Walk
5051,17,131,Walk
5051,32,192,Walk
5052,64,22,Walk
5053,12,240,Walk
5053,40,38,Walk
5053,47,108,Walk
5053,59,154,Walk
5056,17,64,Walk
5056,18,160,Walk
5057,13,133,Walk
5057,30,130,Walk
5057,38,125,Walk
5057,89,20,Walk
5059,12,194,Walk
5059,20,69,Walk
5059,22,48,Walk
5059,40,42,Walk
5059,75,25,Walk
5060,16,40,Walk
5061,26,47,Walk
5065,15,119,Walk
5066,11,74,Walk
5066,14,285,Walk
5066,15,275,Walk
5066,17,197,Walk
5066,18,146,Walk
5066,37,129,Walk
5067,11,20,Walk
5067,29,96,Walk
5067,51,19,Walk
5068,11,111,Walk
5068,12,159,Walk
5068,14,92,Walk
5069,13,151,Walk
5069,53,111,Walk
5073,72,146,Walk
5073,74,146,Walk
5074,12,113,Walk
5074,15,40,Walk
5074,17,226,Walk
5074,50,49,Walk
5075,13,55,Walk
5075,55,29,Walk
5076,13,28,Walk
5076,14,65,Walk
5076,22,26,Walk
5076,32,93,Walk
5078,15,17,Walk
5079,64,43,Walk
5080,11,128,Walk
5080,62,43,Walk
5080,64,43,Walk
5081,13,33,Walk
5081,16,33,Walk
5081,18,9,Walk
5081,45,95,Walk
5082,25,38,Walk
5082,64,145,Walk
5084,12,66,Walk
5084,13,114,Walk
5084,15,66,Walk
5084,16,66,Walk
5084,20,33,Walk
5084,38,287,Walk
5084,54,97,Walk
5086,13,45,Walk
5086,14,63,Walk
5086,15,84,Walk
5086,17,26,Walk
5086,76,26,Walk
5087,21,56,Walk
5087,65,79,Walk
5089,13,54,Walk
5089,18,67,Walk
5089,44,83,Walk
5090,14,20,Walk
5090,19,97,Walk
5090,60,68,Walk
5091,14,57,Walk
5091,15,57,Walk
5091,18,52,Walk
5092,13,34,Walk
5092,20,57,Walk
5092,36,447,Walk
5092,53,68,Walk
5092,76,24,Walk
5093,12,25,Walk
5093,15,67,Walk
5093,37,77,Walk
5094,16,74,Walk
5094,47,56,Walk
5094,56,17,Walk
5094,68,104,Walk
5095,14,66,Walk
5095,71,31,Walk
5095,74,31,Walk
5096,11,87,Walk
5096,37,78,Walk
5097,11,99,Walk
5097,36,99,Walk
5097,48,99,Walk
5098,11,246,Walk
5098,12,343,Walk
5098,17,199,Walk
5098,34,246,Walk
5098,61,71,Walk
5099,77,127,Walk
5099,84,25,Walk
5102,12,105,Walk
5102,64,25,Walk
5104,12,253,Walk
5104,15,122,Walk
5104,34,27,Walk
5104,39,176,Walk
5105,65,50,Walk
5106,16,58,Walk
5106,17,32,Walk
5106,20,44,Walk
5107,22,74,Walk
5107,46,123,Walk
5107,49,74,Walk
5107,86,21,Walk
5109,18,56,Walk
5109,32,136,Walk
5109,66,47,Walk
5110,28,110,Walk
5110,71,18,Walk
5111,11,218,Walk
5111,21,127,Walk
5111,50,93,Walk
5111,60,26,Walk
5111,68,34,Walk
5113,12,218,Walk
5113,15,218,Walk
5113,17,36,Walk
5114,12,141,Walk
5114,14,83,Walk
5114,17,91,Walk
5114,46,83,Walk
5115,17,58,Walk
5115,61,79,Walk
5115,76,39,Walk
5116,21,82,Walk
5118,13,229,Walk
5118,58,100,Walk
5118,68,75,Walk
5118,69,105,Walk
5120,24,72,Walk
5121,11,159,Walk
5121,39,80,Walk
5122,12,161,Walk
5123,11,91,Walk
5123,13,272,Walk
5123,15,86,Walk
5123,16,79,Walk
5123,24,22,Walk
5123,32,42,Walk
5125,73,66,Walk
5125,75,66,Walk
5126,17,97,Walk
5127,13,39,Walk
5127,23,129,Walk
5127,56,183,Walk
5129,14,89,Walk
5129,16,31,Walk
5129,36,38,Walk
5129,57,31,Walk
5130,17,115,Walk
5130,32,53,Walk
5130,44,115,Walk
